blueADCChamp,blueJungleChamp,blueMiddleChamp,blueSupportChamp,blueTopChamp,redADCChamp,redJungleChamp,redMiddleChamp,redSupportChamp,redTopChamp,blueBan1,redBan1,blueBan2,redBan2,blueBan3,redBan3,blueBan4,redBan4,blueBan5,redBan5,rResult
Aphelios,Ambessa,Ahri,Leona,Cho'Gath,Yunara,Wukong,Taliyah,Rakan,K'Sante,Sion,Viego,Ornn,Poppy,Orianna,Ryze,Braum,Syndra,Neeko,Twisted Fate,1
Aphelios,Pantheon,Azir,Lulu,Rumble,Jinx,Wukong,Orianna,Karma,K'Sante,Malphite,Jayce,Yunara,Varus,Ambessa,Jarvan IV,Corki,Xin Zhao,Ezreal,Vi,1
Xayah,Dr. Mundo,Orianna,Rakan,Aatrox,Aphelios,Nocturne,Azir,Lulu,Ambessa,Malphite,Jayce,Ryze,Rumble,Yunara,Neeko,Braum,Corki,Nautilus,Varus,0
Yunara,Xin Zhao,Ryze,Lulu,Renekton,Kai'Sa,Vi,Taliyah,Alistar,Gnar,Malphite,Orianna,Draven,Jayce,Aphelios,Rumble,Ambessa,Azir,Nautilus,Syndra,0
Varus,Lee Sin,Ryze,Nautilus,Yone,Ezreal,Vi,Taliyah,Leona,Sion,Aphelios,Jayce,Corki,Orianna,Syndra,Aatrox,Bard,Xin Zhao,Rell,Jarvan IV,1
Yunara,Wukong,Taliyah,Alistar,Aatrox,Varus,Pantheon,Azir,Braum,K'Sante,Jayce,Syndra,Ambessa,Sylas,Malphite,Rumble,Neeko,Vi,Bard,Jarvan IV,1
Ezreal,Jayce,Azir,Bard,Renekton,Ashe,Xin Zhao,Ahri,Neeko,Mordekaiser,Gwen,Corki,Urgot,Sion,Malphite,Ambessa,Akali,K'Sante,Aatrox,Ornn,0
Jhin,Vi,Ryze,Nautilus,Gragas,Tristana,Wukong,Azir,Bard,Rumble,Jayce,Olaf,Orianna,Taliyah,Ambessa,Miss Fortune,Rell,Ezreal,Rakan,Corki,0
Tristana,Jax,Zilean,Nautilus,Ambessa,Yunara,Xin Zhao,Ryze,Rell,Volibear,Wukong,Gragas,Renekton,Rammus,Sylas,Malphite,Lulu,Jinx,Bard,Aphelios,1
Ezreal,Dr. Mundo,Syndra,Karma,Ornn,Caitlyn,Pantheon,Viktor,Neeko,Fiora,Ambessa,Sion,Gwen,Jayce,Aatrox,Bard,Wukong,Jarvan IV,Xin Zhao,Vi,0
Corki,Dr. Mundo,Galio,Leona,Aurora,Sivir,Nocturne,Orianna,Nautilus,Yone,Lillia,Ambessa,Zaahen,Zoe,Diana,Neeko,Darius,Alistar,Fiora,Braum,1
Corki,Nocturne,Orianna,Neeko,Malphite,Varus,Vi,LeBlanc,Nautilus,Jax,Ambessa,Akali,Lucian,Qiyana,Wukong,Naafiri,Sion,Gwen,K'Sante,Urgot,0
Corki,Poppy,Swain,Braum,Kennen,Yunara,Wukong,Ryze,Lulu,Ambessa,Varus,Rengar,Zed,Malphite,Rakan,Renekton,Bard,Syndra,Kha'Zix,Kha'Zix,1
Varus,Vi,Aurora,Alistar,K'Sante,Sivir,Jarvan IV,Taliyah,Lulu,Rumble,Jayce,Orianna,Neeko,Corki,Renekton,Ambessa,Bard,LeBlanc,Azir,Syndra,1
Varus,Ambessa,Aurora,Leona,Sion,Corki,Xin Zhao,Orianna,Rell,Aatrox,Diana,Neeko,Yone,Dr. Mundo,Gwen,Jayce,Zaahen,Braum,Jarvan IV,Poppy,1
Corki,Pantheon,Taliyah,Bard,Sion,Sivir,Lillia,Veigar,Nautilus,Sett,Ambessa,Gwen,Orianna,Akali,Mel,Naafiri,Darius,Alistar,Zaahen,Braum,1
Jhin,Dr. Mundo,Orianna,Rell,Ambessa,Corki,Xin Zhao,Azir,Nautilus,Jax,Vi,Rumble,Yunara,Aphelios,Jarvan IV,Varus,Renekton,Ezreal,Alistar,Braum,0
Varus,Poppy,Veigar,Neeko,K'Sante,Sivir,Jarvan IV,Ryze,Karma,Gnar,Akali,Sion,Yone,LeBlanc,Dr. Mundo,Orianna,Gwen,Ornn,Trundle,Ambessa,1
Xayah,Shaco,Orianna,Rakan,Renekton,Ezreal,Vi,Ahri,Rell,Ambessa,LeBlanc,Akali,Sion,Yone,Caitlyn,Dr. Mundo,Jinx,Gwen,Ashe,Trundle,0
Corki,Sylas,Yone,Bard,Sion,Varus,Pantheon,Azir,Alistar,Dr. Mundo,Rumble,Ryze,Taliyah,Caitlyn,Vi,Nami,Nautilus,Lillia,Neeko,Gwen,1
Kai'Sa,Jarvan IV,Azir,Nautilus,Sion,Yunara,Aatrox,Taliyah,Rell,Rumble,Pantheon,Varus,Vi,Orianna,Akali,Yone,Ambessa,Caitlyn,Braum,Aphelios,1
Yunara,Jarvan IV,Ryze,Soraka,Gragas,Kai'Sa,Ambessa,Orianna,Neeko,Ornn,Ahri,Trundle,Sion,Gwen,Lee Sin,Akali,Braum,Gnar,Dr. Mundo,Karma,0
Corki,Vi,Taliyah,Nami,Sion,Caitlyn,Pantheon,Azir,Neeko,Aatrox,Yunara,Varus,Orianna,Jarvan IV,Ambessa,Rumble,Aphelios,Ezreal,Xayah,Nautilus,0
Varus,Olaf,Galio,Alistar,Sion,Corki,Sejuani,Akali,Taric,Fiora,Gwen,Lee Sin,Trundle,Ahri,Sylas,Nidalee,Rakan,Rell,Sivir,Lulu,0
Jhin,Rumble,Aurora,Nautilus,Ambessa,Varus,Jayce,LeBlanc,Neeko,K'Sante,Jarvan IV,Dr. Mundo,Yunara,Ryze,Alistar,Orianna,Galio,Vi,Sion,Nocturne,0
Sivir,Xin Zhao,Orianna,Bard,Poppy,Jhin,Vi,Azir,Nautilus,Ambessa,Rumble,Varus,Yunara,Dr. Mundo,Jayce,Jarvan IV,Neeko,Renekton,Rakan,Alistar,0
Yunara,Pantheon,Ryze,Nautilus,Ambessa,Aphelios,Qiyana,Azir,Thresh,Rumble,Akali,Varus,Orianna,Zaahen,Kai'Sa,Taliyah,Aatrox,Neeko,Xin Zhao,Lulu,0
Yunara,Vi,Orianna,Lulu,Cho'Gath,Corki,Lee Sin,Akali,Neeko,Sion,Poppy,Varus,Jayce,Ambessa,Rumble,Ryze,Bard,Aatrox,Qiyana,Gwen,0
Varus,Qiyana,Azir,Nautilus,Pantheon,Ezreal,Dr. Mundo,Ryze,Braum,Jax,LeBlanc,Jayce,K'Sante,Rumble,Renekton,Ambessa,Leona,Kennen,Gnar,Gwen,1
Corki,Vi,Taliyah,Rell,Rumble,Yunara,Xin Zhao,Ryze,Nautilus,K'Sante,Pantheon,Dr. Mundo,Akali,Jarvan IV,Varus,Orianna,Alistar,Kai'Sa,Braum,Rakan,1
Jhin,Xin Zhao,Azir,Bard,Sion,Ezreal,Ivern,Taliyah,Leona,Smolder,Caitlyn,Ryze,Kai'Sa,Yunara,Tristana,Dr. Mundo,Pantheon,Vi,Gnar,Jarvan IV,0
Varus,Jarvan IV,Cassiopeia,Alistar,Sion,Sivir,Qiyana,Ryze,Bard,Zaahen,Fiora,Rumble,Poppy,Ambessa,Taliyah,Pantheon,Gwen,Nautilus,Olaf,K'Sante,0
Varus,Jayce,Ryze,Nautilus,K'Sante,Ezreal,Malphite,Taliyah,Leona,Ambessa,Jarvan IV,Orianna,Syndra,Azir,Pantheon,Dr. Mundo,Sivir,Sylas,Jhin,Renekton,0
Lucian,Wukong,Orianna,Alistar,Rumble,Varus,Jarvan IV,Ryze,Lulu,Aatrox,Darius,Renekton,Syndra,Azir,Jayce,Ambessa,Akali,Ezreal,Galio,Braum,0
Ezreal,Xin Zhao,Akali,Nautilus,Irelia,Caitlyn,Dr. Mundo,Taliyah,Karma,Gnar,Ambessa,Syndra,Azir,Jayce,Yunara,Darius,Renekton,Gwen,Malphite,Fiora,1
Corki,Vi,Ryze,Rakan,Aatrox,Kog'Maw,Xin Zhao,Taliyah,Lulu,Ambessa,Yunara,Varus,Caitlyn,Orianna,Azir,Rumble,Neeko,Renekton,Bard,Nautilus,0
Aphelios,Naafiri,Galio,Thresh,Varus,Sivir,Dr. Mundo,Ahri,Karma,Rumble,Ryze,Neeko,Poppy,Ambessa,Rell,Jayce,Nautilus,Alistar,Corki,Orianna,0
Varus,Trundle,Aurora,Neeko,K'Sante,Sivir,Sylas,Ahri,Rell,Rek'Sai,Naafiri,Aatrox,Akali,Orianna,Dr. Mundo,Ambessa,Nocturne,Jax,Pantheon,Gnar,1
Kai'Sa,Wukong,Orianna,Leona,Ambessa,Xayah,Jarvan IV,Syndra,Rell,Sion,Ahri,Dr. Mundo,Zoe,Varus,Rumble,Yunara,Nautilus,Neeko,Alistar,Rakan,0
Caitlyn,Vi,Azir,Bard,Ambessa,Yunara,Wukong,LeBlanc,Lulu,Camille,Hecarim,Neeko,Orianna,Naafiri,Varus,Aatrox,Zoe,Pyke,Akali,Nautilus,0
Tristana,Dr. Mundo,Azir,Lulu,Aatrox,Yunara,Xin Zhao,Akali,Karma,K'Sante,Varus,Rumble,Jarvan IV,Orianna,Ambessa,Vi,Yone,Gnar,Nautilus,Poppy,0
Varus,Pantheon,Orianna,Karma,Zaahen,Yasuo,Sejuani,Azir,Neeko,Ambessa,Ryze,Wukong,Caitlyn,Yunara,Dr. Mundo,Malphite,Sivir,Renekton,Nautilus,Rumble,0
Caitlyn,Zaahen,Galio,Leona,Gwen,Smolder,Pantheon,Anivia,Braum,Jax,Orianna,Naafiri,Aatrox,Dr. Mundo,Ambessa,Akali,Taliyah,Nocturne,Yone,Camille,1
Jinx,Xin Zhao,Mel,Leona,Sion,Aphelios,Dr. Mundo,Ryze,Rell,Rumble,Neeko,Hecarim,Naafiri,Orianna,Aatrox,Varus,Braum,Sivir,Draven,Corki,1
Varus,Xin Zhao,Ahri,Poppy,Zaahen,Corki,Jarvan IV,Syndra,Alistar,Malphite,Sion,Orianna,Sivir,Azir,Ryze,Ambessa,K'Sante,Gwen,Ornn,Bard,0
Jhin,Jarvan IV,Ryze,Alistar,Ornn,Ezreal,Pantheon,Taliyah,Rakan,Ambessa,Orianna,Dr. Mundo,Rumble,Azir,Fiora,Varus,Yunara,Bard,Corki,Neeko,0
Ezreal,Ambessa,Orianna,Nautilus,K'Sante,Corki,Dr. Mundo,Azir,Braum,Gnar,Ryze,Varus,Taliyah,Rumble,Jarvan IV,Caitlyn,Xin Zhao,Wukong,Vi,Trundle,0
Ezreal,Dr. Mundo,Orianna,Alistar,Gnar,Corki,Wukong,Azir,Neeko,Renekton,Kai'Sa,Ryze,Akali,Yunara,Varus,Rumble,Pyke,Caitlyn,Aphelios,Sivir,0
Varus,Xin Zhao,Syndra,Rakan,Sion,Jhin,Jayce,Aurora,Bard,K'Sante,Kai'Sa,Ryze,Akali,Yunara,Pyke,Rumble,Viktor,Taliyah,Galio,Nautilus,0
Ezreal,Jarvan IV,Taliyah,Rell,Aatrox,Varus,Xin Zhao,Azir,Alistar,Gwen,Jayce,Orianna,Neeko,Rumble,Ambessa,Ryze,Fiora,Vi,Jax,Wukong,0
Kalista,Lee Sin,Ryze,Pyke,Aatrox,Caitlyn,Vi,Taliyah,Nautilus,Ambessa,Yunara,Kai'Sa,Rumble,Akali,Poppy,Viego,Cassiopeia,Aphelios,LeBlanc,Jinx,1
Corki,Dr. Mundo,Orianna,Nautilus,Galio,Jhin,Vi,Aurora,Rell,Rumble,Fiora,Varus,Alistar,Ambessa,Pantheon,Yunara,Ahri,K'Sante,Akali,Sion,0
Caitlyn,Vi,Yone,Taric,Rumble,Yunara,Wukong,Azir,Alistar,Cassiopeia,Jarvan IV,Varus,Aatrox,Ambessa,Orianna,Viego,Braum,Ezreal,Rakan,Nautilus,1
Corki,Vi,Cassiopeia,Leona,Ornn,Yunara,Xin Zhao,Ryze,Rakan,Sion,Malphite,Jayce,Akali,Varus,Caitlyn,Orianna,Braum,Ambessa,Alistar,Nautilus,0
Corki,Dr. Mundo,Orianna,Rell,Gnar,Kai'Sa,Nocturne,Galio,Nautilus,Yorick,Lillia,Ambessa,Zyra,Syndra,Wukong,Neeko,Akali,Alistar,Darius,Braum,0
Ezreal,Nocturne,Ahri,Bard,Zaahen,Kai'Sa,Trundle,Ryze,Rakan,Ambessa,Lee Sin,Briar,Yunara,Vayne,Elise,Varus,Braum,Neeko,Lulu,Rell,1
Smolder,Taliyah,Azir,Nautilus,Renekton,Xayah,Wukong,Syndra,Braum,Jax,Malphite,Jayce,Jarvan IV,Orianna,Pantheon,Akali,K'Sante,Caitlyn,Varus,Sivir,0
Lucian,Ambessa,LeBlanc,Leona,K'Sante,Corki,Pantheon,Orianna,Nami,Olaf,Jayce,Ryze,Rumble,Nocturne,Caitlyn,Bard,Naafiri,Nautilus,Dr. Mundo,Pyke,0
Corki,Pantheon,Taliyah,Nautilus,Rumble,Lucian,Jarvan IV,Ryze,Nami,K'Sante,Xin Zhao,Zed,Azir,Varus,Wukong,Ambessa,Ezreal,Bard,Yunara,Neeko,0
Jinx,Jarvan IV,Taliyah,Lulu,Rumble,Yunara,Xin Zhao,Ryze,Neeko,K'Sante,Wukong,Varus,Dr. Mundo,Vi,Caitlyn,Orianna,Ahri,Tristana,Nautilus,Aphelios,0
Jhin,Vi,Taliyah,Rakan,Renekton,Yunara,Wukong,Ahri,Bard,Ornn,Pantheon,Dr. Mundo,Orianna,Ryze,Rumble,Azir,Jarvan IV,Nautilus,Jax,Alistar,1
Yunara,Xin Zhao,Ryze,Nami,Ambessa,Kai'Sa,Vi,Viktor,Neeko,Rumble,Pantheon,Hecarim,Azir,Orianna,Jarvan IV,Varus,Ahri,Lulu,Taliyah,Nautilus,1
Sivir,Vi,Ahri,Alistar,Rumble,Corki,Ambessa,Orianna,Nami,K'Sante,Cassiopeia,Xin Zhao,Varus,Yunara,Jarvan IV,Wukong,Bard,Kai'Sa,Nautilus,Jinx,0
Yunara,Malphite,Ahri,Tahm Kench,Ambessa,Corki,Nocturne,Orianna,Nautilus,Rumble,Varus,Zaahen,Jayce,Gragas,Aatrox,Rammus,Sylas,Braum,Xayah,Alistar,1
Yunara,Vi,Ahri,Poppy,K'Sante,Corki,Wukong,Sylas,Rell,Gnar,Taliyah,Azir,Rumble,Orianna,Neeko,Varus,Nami,Braum,Rakan,Lulu,0
Jhin,Xin Zhao,Ryze,Pyke,Sion,Corki,Jax,Cassiopeia,Bard,Zaahen,Jayce,Varus,Ambessa,Orianna,Rumble,Kai'Sa,Dr. Mundo,Qiyana,Neeko,Nautilus,1
Varus,Pantheon,Galio,Neeko,K'Sante,Aphelios,Dr. Mundo,Akali,Thresh,Gnar,Kai'Sa,Jayce,LeBlanc,Ambessa,Orianna,Rumble,Volibear,Lee Sin,Jarvan IV,Qiyana,1
Yunara,Sejuani,Azir,Alistar,Aatrox,Xayah,Vi,Orianna,Nautilus,Renekton,Kai'Sa,Jayce,LeBlanc,Ambessa,Rumble,Jarvan IV,Rakan,Shen,Volibear,Malphite,1
Kai'Sa,Xin Zhao,Azir,Leona,Ornn,Yunara,Jayce,Taliyah,Alistar,Jax,Neeko,Rumble,Aatrox,Pantheon,Fiora,Orianna,Vi,K'Sante,Lulu,Sion,1
Draven,Viego,Aurora,Renata Glasc,Volibear,Sivir,Karthus,Yasuo,Rell,Gragas,Jayce,Kai'Sa,Ambessa,LeBlanc,Diana,Rumble,Zyra,Qiyana,Lillia,Jarvan IV,1
Aphelios,Pantheon,Ryze,Thresh,Rumble,Corki,Jarvan IV,Taliyah,Bard,K'Sante,Sion,Caitlyn,Azir,Yunara,Xin Zhao,Orianna,Dr. Mundo,Jhin,Nautilus,Ezreal,1
Varus,Lee Sin,Ryze,Alistar,Ornn,Sivir,Jarvan IV,Aurelion Sol,Rell,Darius,Naafiri,Sion,Sylas,Ambessa,Gwen,Jayce,Nautilus,Neeko,Leona,K'Sante,1
Corki,Xin Zhao,Mel,Braum,Jax,Kai'Sa,Aatrox,Ahri,Nautilus,Dr. Mundo,Sion,Naafiri,Ambessa,Sylas,Jayce,Gwen,Syndra,Rumble,Orianna,Viktor,0
Ezreal,Jarvan IV,Ryze,Leona,Rumble,Ashe,Zaahen,Ahri,Thresh,Aurora,K'Sante,Draven,Kindred,Ambessa,Bel'Veth,Gwen,Gnar,Nautilus,Camille,Darius,1
Varus,Jax,Syndra,Rell,Gnar,Aphelios,Xin Zhao,Hwei,Alistar,Malphite,Draven,K'Sante,Ambessa,Kindred,Nautilus,Gwen,Sylas,Zoe,Darius,LeBlanc,1
Yunara,Pantheon,Taliyah,Alistar,Jax,Ezreal,Aatrox,Ahri,Bard,Sion,Varus,Jarvan IV,Ambessa,Poppy,Rumble,Vi,Neeko,Gnar,Karma,Gwen,1
Caitlyn,Pantheon,Cassiopeia,Neeko,Ornn,Jinx,Jarvan IV,Ahri,Nautilus,Rumble,Ezreal,Vi,Zoe,Ryze,Varus,Orianna,Jhin,Kai'Sa,Sivir,Aphelios,0
Aphelios,Dr. Mundo,Anivia,Pyke,Sion,Caitlyn,Vi,Ryze,Bard,Gwen,Azir,Varus,Pantheon,Rumble,Neeko,Orianna,Kennen,Thresh,Ezreal,Nautilus,1
Varus,Xin Zhao,Galio,Rakan,Rumble,Ezreal,Jarvan IV,Orianna,Bard,Ornn,Vi,Ambessa,Yone,Azir,Jhin,Yunara,K'Sante,Karma,Sion,Nautilus,0
Varus,Dr. Mundo,Yone,Poppy,Ryze,Sivir,Jarvan IV,Cassiopeia,Alistar,Rumble,Azir,Kog'Maw,Tristana,Xin Zhao,Orianna,Vi,Lulu,K'Sante,Syndra,Bard,1
Varus,Dr. Mundo,Taliyah,Alistar,Gnar,Miss Fortune,Hecarim,Akali,Braum,Vayne,Olaf,Ryze,Neeko,Ambessa,Orianna,Azir,Sylas,Zoe,Aurora,Aatrox,0
Varus,Wukong,Akali,Bard,Gwen,Ezreal,Jarvan IV,Mel,Leona,Sion,Zoe,Galio,Orianna,Naafiri,LeBlanc,Ambessa,Ahri,Aphelios,Karma,Neeko,0
Corki,Qiyana,Ryze,Rell,Renekton,Jhin,Dr. Mundo,Azir,Nautilus,K'Sante,Ambessa,Sion,Varus,Rumble,Yunara,Orianna,Ezreal,Neeko,Gnar,Leona,0
Sivir,Xin Zhao,Cassiopeia,Karma,Rumble,Ezreal,Vi,Aurora,Bard,Galio,Neeko,Orianna,Ambessa,Varus,Caitlyn,Yunara,Sion,Kai'Sa,Ornn,Lucian,0
Yunara,Jarvan IV,Anivia,Pyke,Cho'Gath,Zeri,Wukong,Taliyah,Lulu,Sion,Poppy,Neeko,Varus,Orianna,Jayce,Ambessa,LeBlanc,Alistar,Ahri,Leona,0
Corki,Zaahen,Cassiopeia,Nautilus,Rumble,Yunara,Vi,Ahri,Rell,K'Sante,Ambessa,Varus,Jarvan IV,Ryze,Orianna,Azir,Caitlyn,Taliyah,Braum,Nami,0
Xayah,Jax,Ahri,Nautilus,Rumble,Tristana,Briar,Ryze,Alistar,Kled,Orianna,Gragas,Varus,Malphite,Vayne,Rammus,Gwen,Yunara,Kayle,Jinx,0
Corki,Xin Zhao,Ryze,Rakan,Gnar,Yunara,Jayce,Kog'Maw,Alistar,Sion,Azir,Orianna,Sivir,Varus,Cassiopeia,Malphite,Braum,Olaf,Lulu,Nautilus,1
Kai'Sa,Ambessa,Ahri,Leona,K'Sante,Sivir,Wukong,Swain,Neeko,Rumble,Azir,Orianna,Vi,Varus,Taliyah,Jarvan IV,Caitlyn,Nautilus,Xayah,Rell,1
Yunara,Ambessa,Azir,Leona,Aatrox,Corki,Wukong,Ahri,Nautilus,Renekton,Naafiri,Neeko,Rumble,Varus,Jayce,Ryze,Braum,Rell,Kai'Sa,Alistar,0
Jinx,Lee Sin,Orianna,Nautilus,Ornn,Corki,Xin Zhao,Azir,Leona,Gnar,Dr. Mundo,Cassiopeia,Ambessa,Yunara,Varus,Ahri,Braum,Caitlyn,Neeko,Kai'Sa,1
Corki,Qiyana,Sion,Nami,Rumble,Jhin,Wukong,Akali,Rakan,Aurora,Ambessa,Varus,Jarvan IV,Azir,Orianna,Ryze,Xayah,Nautilus,Kai'Sa,Neeko,0
Caitlyn,Dr. Mundo,Vex,Nami,Sion,Jhin,Jarvan IV,Akali,Bard,Kayle,Naafiri,Neeko,Jayce,Ryze,Varus,Rumble,Gwen,LeBlanc,Zaahen,Galio,0
Yunara,Xin Zhao,Ryze,Seraphine,Dr. Mundo,Xayah,Vi,Taliyah,Rell,Renekton,Olaf,Anivia,Varus,Ambessa,Pantheon,Orianna,Kai'Sa,Braum,Corki,Lulu,1
Smolder,Vi,Ahri,Nautilus,Rumble,Yunara,Jarvan IV,Azir,Rell,Sion,Ornn,Caitlyn,Ryze,Orianna,Ambessa,Neeko,Qiyana,Kai'Sa,Xin Zhao,Aphelios,1
Jhin,Xin Zhao,Ryze,Alistar,Rumble,Corki,Jayce,Cassiopeia,Nami,Sion,Akali,Orianna,Ambessa,Varus,Yunara,Caitlyn,Aurora,Nautilus,Neeko,Ezreal,1
Aphelios,Pantheon,Anivia,Lulu,K'Sante,Miss Fortune,Dr. Mundo,Ryze,Bard,Gnar,Yunara,Vi,Ambessa,Varus,Orianna,Jarvan IV,Caitlyn,Cassiopeia,Jhin,Taliyah,0
Xayah,Wukong,LeBlanc,Nautilus,K'Sante,Lucian,Naafiri,Viktor,Leona,Gwen,Ambessa,Caitlyn,Galio,Orianna,Akali,Varus,Pantheon,Jarvan IV,Braum,Rakan,1
Varus,Viego,Syndra,Alistar,Sion,Corki,Dr. Mundo,Viktor,Neeko,Ambessa,Taliyah,Ryze,Wukong,Azir,Orianna,Jarvan IV,Bard,Nautilus,Rakan,Karma,0
Varus,Sylas,Yone,Rakan,Aatrox,Sivir,Jarvan IV,Ahri,Bard,Kennen,Caitlyn,Ambessa,Gnar,Qiyana,Orianna,Akali,Syndra,Lee Sin,Aurora,Pantheon,1
Corki,Dr. Mundo,Ryze,Alistar,Sion,Yunara,Wukong,Taliyah,Braum,Gwen,Ambessa,Orianna,Viego,Azir,Cassiopeia,Varus,Pyke,Lulu,Karma,Caitlyn,0
Jinx,Maokai,Irelia,Braum,Gnar,Kai'Sa,Lee Sin,Aurora,Rell,Yorick,Qiyana,Caitlyn,Ambessa,Orianna,Galio,Akali,Yasuo,Syndra,Pantheon,Zed,0
Corki,Jarvan IV,Ryze,Nami,Rumble,Ashe,Ambessa,Anivia,Seraphine,Galio,Varus,Caitlyn,Yunara,Poppy,Orianna,Renekton,Alistar,Rakan,Rell,Nautilus,0
Xayah,Wukong,Galio,Rakan,Rumble,Corki,Ambessa,Orianna,Poppy,K'Sante,Neeko,Naafiri,Jayce,Ahri,Fiora,Varus,Yunara,Bard,Braum,Aphelios,0
Caitlyn,Vi,Akali,Karma,Renekton,Yunara,Aatrox,Aurora,Alistar,Ornn,Neeko,Naafiri,Fiora,Ahri,Jayce,Varus,Braum,Aphelios,Lulu,Kai'Sa,0
Kai'Sa,Vi,Taliyah,Rakan,Aatrox,Yunara,Skarner,Azir,Alistar,Ambessa,Neeko,Rumble,Varus,Pantheon,Cassiopeia,Jarvan IV,Bard,Renekton,K'Sante,Nautilus,1
Yunara,Xin Zhao,Yone,Neeko,Ornn,Corki,Vi,Ryze,Karma,Gragas,Sion,Rumble,Dr. Mundo,Varus,Caitlyn,Gnar,Nami,Nautilus,Bard,Sylas,1
Ezreal,Pantheon,Azir,Leona,Renekton,Aphelios,Ambessa,Orianna,Nautilus,Sion,Yunara,Varus,Rumble,Jarvan IV,Kai'Sa,Vi,Thresh,Braum,Kennen,Neeko,1
Varus,Jayce,Ryze,Alistar,Renekton,Sivir,Taliyah,Yone,Leona,Gnar,Caitlyn,K'Sante,Neeko,Kindred,Vi,Gwen,Urgot,Nautilus,Rell,Braum,1
Corki,Jayce,Ryze,Bard,Poppy,Yunara,Pantheon,Zoe,Neeko,K'Sante,Malphite,Varus,Orianna,Azir,Dr. Mundo,Rumble,Nautilus,Sion,Ambessa,Nami,1
Ezreal,Nidalee,Twisted Fate,Rell,Gwen,Ashe,Viego,Aurora,Rakan,Camille,Kindred,Neeko,Orianna,Caitlyn,Jax,Vi,Braum,Nautilus,Thresh,Poppy,1
Jhin,Jarvan IV,Azir,Bard,Sion,Corki,Pantheon,Taliyah,Rakan,Gnar,Neeko,Varus,Vi,Jayce,Yone,Yunara,Caitlyn,Alistar,Ezreal,Kai'Sa,0
Lucian,Jax,Sylas,Nami,Malphite,Corki,Hecarim,Kassadin,Karma,Urgot,Neeko,Kindred,Caitlyn,Orianna,Vi,K'Sante,Nautilus,Sion,Blitzcrank,Syndra,1
Yunara,Wukong,Taliyah,Alistar,Rek'Sai,Xayah,Dr. Mundo,Azir,Rakan,Ambessa,Irelia,Vi,Varus,Jarvan IV,Rumble,Cassiopeia,Pantheon,Nautilus,Sion,Renekton,0
Ezreal,Dr. Mundo,Taliyah,Karma,Aatrox,Jinx,Jayce,Viktor,Nautilus,K'Sante,Ahri,Gwen,Lee Sin,Trundle,Sion,Akali,Sivir,Gnar,Caitlyn,Camille,1
Ezreal,Dr. Mundo,Azir,Neeko,Renekton,Jhin,Viego,LeBlanc,Pyke,Gnar,Kai'Sa,Jayce,Akali,Varus,K'Sante,Rumble,Aphelios,Sivir,Xayah,Kalista,0
Corki,Dr. Mundo,Aurora,Alistar,Zaahen,Zeri,Viego,LeBlanc,Rell,Volibear,Akali,Varus,Xayah,Vi,Kai'Sa,Orianna,Rakan,Gnar,Lulu,Poppy,0
Varus,Dr. Mundo,Orianna,Neeko,Sion,Caitlyn,Vi,Akali,Rakan,Rumble,Ahri,Azir,Jarvan IV,Yone,Yunara,Ambessa,Rell,Poppy,Nautilus,Alistar,0
Aphelios,Qiyana,Aurora,Thresh,Sion,Caitlyn,Jarvan IV,Azir,Alistar,Cho'Gath,Akali,Orianna,Dr. Mundo,Varus,Neeko,Pantheon,Braum,Ezreal,Sivir,Kai'Sa,0
Yunara,Malphite,Taliyah,Pantheon,Jax,Corki,Jayce,Azir,Leona,K'Sante,Ornn,Orianna,Caitlyn,Neeko,Alistar,Rumble,Renekton,Rell,Nautilus,Ambessa,0
Xayah,Xin Zhao,Azir,Rakan,Rumble,Lucian,Sejuani,Yone,Nautilus,Aurora,Ambessa,Jayce,Yunara,Varus,Orianna,Poppy,Corki,Alistar,Rell,Caitlyn,0
Varus,Ambessa,Syndra,Alistar,Rumble,Jhin,Jarvan IV,Ryze,Nautilus,Ornn,Ezreal,Orianna,Azir,Neeko,Jayce,Fiora,Sivir,Taliyah,Corki,Anivia,1
Aphelios,Dr. Mundo,Taliyah,Thresh,Rumble,Yunara,Rengar,Ahri,Neeko,Sion,Zaahen,Orianna,Akali,Ryze,Aatrox,Jarvan IV,Zed,Nautilus,LeBlanc,Rell,1
Corki,Aatrox,Orianna,Neeko,Gnar,Yunara,Nocturne,Azir,Karma,Kennen,Pantheon,Rumble,Jarvan IV,Wukong,Varus,Caitlyn,Leona,Ambessa,Nautilus,Vi,0
Corki,Xin Zhao,LeBlanc,Rakan,Rumble,Yunara,Wukong,Syndra,Nautilus,Sion,Aatrox,Naafiri,Orianna,Dr. Mundo,Ambessa,Akali,Gnar,Ekko,K'Sante,Qiyana,1
Varus,Jarvan IV,Azir,Rell,Gnar,Miss Fortune,Xin Zhao,Sylas,Nautilus,K'Sante,Zaahen,Ambessa,Akali,Orianna,Aatrox,Ryze,LeBlanc,Gwen,Ornn,Jax,1
Corki,Xin Zhao,Ryze,Nautilus,K'Sante,Ezreal,Aatrox,Anivia,Alistar,Dr. Mundo,Rumble,Orianna,Azir,Ambessa,Gnar,Jarvan IV,Yunara,Nami,Sivir,Rakan,1
Aphelios,Vi,Mel,Rakan,Renekton,Kai'Sa,Xin Zhao,Ahri,Leona,Jax,Fiora,Rumble,Poppy,Pantheon,Wukong,Ambessa,Ezreal,Xayah,Olaf,Smolder,1
